date;year month;price_soybean;Brazil-Tmin;Brazil-Tmax;Brazil-T mean;Brazil-Precipitation;ARGENTINA-Tmin;ARGENTINA-Tmax;ARGENTINA T Mean;ARGENTINA Precipitation;Precipitation_USA;Avg_Temperature_USA;real_interest_rate;exp_infl_1year;china_gdp_pp;eur_gdp_pp;usa_gdp_pp;world_food_price_index;meat_price_index;DXY;price_gold;SP500;VIX;price_wti_oil;price_corn;price_wheat;SOYBEANS - USA PRODUCTION [mTons];SOYBEANS - India PRODUCTION [mTons];SOYBEANS - Brazil PRODUCTION [mTons];SOYBEANS - Argentina PRODUCTION [mTons];SOYBEANS - EU PRODUCTION [mTons];SOYBEANS - China PRODUCTION [mTons];SOYBEANS - USA Stocks [mTons]
10/01/2021;oct-21;1249.5;21.2;30.2;25.7;151;9.4;24.5;16.95;109;199.644;15.56;0.0879;1.85437;;;;133.2;112;94.134;1782.763;1495.9;16.27;83.57;506.75;772.75;121.528;11.889;130.5;46.217911;2.833;16.395;85362
11/01/2021;nov-21;1217.25;21.2;29.2;25.2;173;12.5;26.2;19.35;102.1;73.66;4.39;0.164;2.47984;;;;135.3;112.5;;1829.24;;27.2;;547.75;787.25;121.528;11.889;130.5;46.217911;2.833;16.395;85362
12/01/2021;dic-21;1339.25;21.8;29.2;25.5;227;16.6;29.3;22.95;109;58.674;5;0.09169;2.62031;;;;133.7;111;95.67;;1539.1;17.21;75.21;567.25;770.75;121.528;11.889;130.5;46.217911;2.833;16.395;85362
01/03/2022;ene-22;1490.5;21.8;29;25.4;259;17.6;30.8;24.2;315.9;17.018;-5.11;0.3195;2.24176;;;;135.6;112.1;96.648;1796.64;1515.7;24.82;88.15;584.75;761.25;116.377;12.038;156;43.861066;2.554;20.28;52575
02/01/2022;feb-22;1636.75;21.7;28.9;25.3;207;15.4;27.3;21.35;74.1;87.376;-2.56;0.44159;2.62742;;;;141.2;113.9;96.747;1936.32;1494.9;30.14;95.72;610.25;934;116.377;12.038;156;43.861066;2.554;20.28;52575
03/01/2022;mar-22;1618.25;21.2;28.9;25.05;179;13.2;25;19.1;112;122.428;6.22;0.34709;3.0577;;;;159.7;119.3;98.348;;1529.8;20.57;100.28;692.75;1006;116.377;12.038;156;43.861066;2.554;20.28;52575
04/01/2022;abr-22;1684.75;20.1;28.4;24.25;91;9.6;22.1;15.85;139;81.28;10.06;0.9494;3.3929;;;;158.4;121.9;103.212;1895.638;1454.4;33.39;104.69;730.25;1055.75;116.377;12.038;156;43.861066;2.554;20.28;26332
05/02/2022;may-22;1683.25;17.2;25.9;21.55;81;5.9;17.3;11.6;2;103.632;19.06;1.2039;3.63466;;;;158.1;122.9;101.782;1836.652;1479.3;26.18;114.67;747.25;1087.5;116.377;12.038;156;43.861066;2.554;20.28;26332
06/01/2022;jun-22;1458;16.4;25.7;21.05;49;2.3;14.5;8.4;0;36.83;24;1.02509;4.22671;;;;154.7;125.9;104.738;1807.288;1357.8;28.7;105.76;627.75;884;116.377;12.038;156;43.861066;2.554;20.28;26332
07/01/2022;jul-22;1468.5;16;26.1;21.05;30;4.2;15.7;9.95;40.3;77.724;24.89;1.06217;3.30928;;;;140.6;124.1;105.828;1765.337;1436.9;21.32;98.62;561.5;807.75;116.377;12.038;156;43.861066;2.554;20.28;7468
08/01/2022;ago-22;1422.5;17.6;28.8;23.2;34;4.7;18;11.35;9;219.71;23.44;0.85563;3.37713;;;;137.6;121.1;;1710.93;1391.6;25.86;89.55;583;831.5;116.377;12.038;156;43.861066;2.554;20.28;7468
09/01/2022;sep-22;1364.75;19.6;30.4;25;92;6.2;21.5;13.85;5;115.57;20;1.20425;4.17915;;;;136;120.3;112.173;1660.73;1272.3;31.61;79.49;654;921.5;116.377;12.038;156;43.861066;2.554;20.28;7468
10/03/2022;oct-22;1419.5;21.2;30.2;25.7;151;8.7;21.3;15;114.2;91.694;12.28;1.79733;2.88196;;;;135.4;116.8;111.578;1632.77;1416.5;25.89;86.53;671.5;882.25;116.377;12.038;156;43.861066;2.554;20.28;82222
11/01/2022;nov-22;1469.5;21.2;29.2;25.2;173;14.2;28.3;21.25;72.2;45.72;6.11;1.93071;3.23905;;;;134.7;114.6;105.873;1822.79;;20.57;;651.25;795.5;116.377;12.038;156;43.861066;2.554;20.28;82222
12/01/2022;dic-22;1524;21.8;29.2;25.5;227;15.4;32;23.7;25;58.42;-0.5;1.57613;2.86812;;;;131.8;112.4;103.494;;1443.1;21.66;80.26;635;792;116.377;12.038;156;43.861066;2.554;20.28;82222
01/03/2023;ene-23;1538;;;;;;;0;;73.66;12.53;1.7831;2.67902;;;;130.2;111.1;102.089;1928.26;1538.4;19.41;78.87;648.25;761.25;;;;;;;45870
02/01/2023;feb-23;1479;;;;;;;0;;53.34;2.22;1.4202;2.61309;;;;129.8;113.3;104.954;1968.53;1487.3;20.71;77.05;630;705.5;;;;;;;45870
03/01/2023;mar-23;1505.5;;;;;;;0;;112.268;5.67;2.05964;2.07325;;;;126.5;113;102.594;;1510.4;18.69;75.67;606.75;692.25;;;;;;;45870
04/03/2023;abr-23;1419.25;;;;;;;0;;31.242;12.33;1.44391;2.65083;;;;127.7;116.7;101.672;1989.62;1530.9;15.77;76.78;572;633.75;;;;;;;
05/01/2023;may-23;1299.75;;;;;;;0;;49.022;18.67;1.5369;2.65364;;;;124.3;117.9;;1962.77;1494.5;17.93;68.09;547;594.25;;;;;;;
06/01/2023;jun-23;1310;;;;;;;0;;73.66;12.53;0.86799;1.31494;;;;;;102.867;1920.26;1561.7;13.43;69.16;581.25;746.5;;;;;;;
